time,id,x,y,speed,headway,leader_id,target_accel_with_noise_with_failsafe,target_accel_no_noise_no_failsafe,target_accel_with_noise_no_failsafe,target_accel_no_noise_with_failsafe,realized_accel,road_grade,edge_id,lane_number,distance,relative_position,follower_id,leader_rel_speed
0,human_7,1309.090909090909,-11.200000000000001,0.0,1000.0,,,,,,0,0,highway_0,0,0.0,1309.090909090909,,-1001.0
0.1,human_7,1309.100810081008,-11.200000000000001,0.09900990099009901,1000.0,,1.0,1.0,1.0,1.0,0.9900990099009901,0,highway_0,0,0.009900990098913098,1309.100810081008,,-1001.0990099009902
0.2,human_7,1309.1206120612048,-11.200000000000001,0.19801980196845154,1000.0,,0.9999999998813605,0.9999999998813605,0.9999999998813605,0.9999999998813605,0.9900990097835252,0,highway_0,0,0.0297029702958298,1309.1206120612048,,-1001.1980198019685
0.3,human_7,1309.1503150314818,-11.200000000000001,0.2970297027706067,1000.0,,0.9999999981017672,0.9999999981017672,0.9999999981017672,0.9999999981017672,0.9900990080215516,0,highway_0,0,0.059405940572787586,1309.1503150314818,,-1001.2970297027706
0.4,human_7,1309.1899189917626,-11.200000000000001,0.39603960280924005,1000.0,,0.9999999903901966,0.9999999903901966,0.9999999903901966,0.9999999903901966,0.9900990003863336,0,highway_0,0,0.09900990085361627,1309.1899189917626,,-1001.3960396028092
0.5,human_7,1309.2394239418418,-11.200000000000001,0.49504950079223764,1000.0,,0.9999999696282759,0.9999999696282759,0.9999999696282759,0.9999999696282759,0.9900989798299759,0,highway_0,0,0.14851485093277006,1309.2394239418418,,-1001.4950495007922
0.6,human_7,1309.2988298812859,-11.200000000000001,0.5940593944407807,1000.0,,0.9999999258502845,0.9999999258502845,0.9999999258502845,0.9999999258502845,0.9900989364854307,0,highway_0,0,0.20792079037687472,1309.2988298812859,,-1001.5940593944408
0.7,human_7,1309.3681368093066,-11.200000000000001,0.6930692802074299,1000.0,,0.9999998462431567,0.9999998462431567,0.9999998462431567,0.9999998462431567,0.9900988576664915,0,highway_0,0,0.2772277183976257,1309.3681368093066,,-1001.6930692802074
0.8,human_7,1309.447344724606,-11.200000000000001,0.7920791529942108,1000.0,,0.9999997151464876,0.9999997151464876,0.9999997151464876,0.9999997151464876,0.9900987278678097,0,highway_0,0,0.35643563369694675,1309.447344724606,,-1001.7920791529942
0.9,human_7,1309.536453625193,-11.200000000000001,0.8910890058707003,1000.0,,0.9999995140525433,0.9999995140525433,0.9999995140525433,0.9999995140525433,0.9900985287648945,0,highway_0,0,0.4455445342839539,1309.536453625193,,-1001.8910890058708
1.0,human_7,1309.6354635081723,-11.200000000000001,0.9900988297921143,1000.0,,0.999999221606281,0.999999221606281,0.999999221606281,0.999999221606281,0.99009823921414,0,highway_0,0,0.5445544172632708,1309.6354635081723,,-1001.9900988297921
1.1,human_7,1309.744374369504,-11.200000000000001,1.089108613317399,1000.0,,0.9999988136053762,0.9999988136053762,0.9999988136053762,0.9999988136053762,0.9900978352528478,0,highway_0,0,0.653465278594922,1309.744374369504,,-1002.0891086133174
1.2,human_7,1309.8631862037366,-11.200000000000001,1.1881183423273263,1000.0,,0.9999982630002658,0.9999982630002658,0.9999982630002658,0.9999982630002658,0.9900972900992722,0,highway_0,0,0.7722771128276236,1309.8631862037366,,-1002.1881183423274
1.3,human_7,1309.9918990037108,-11.200000000000001,1.2871279997425942,1000.0,,0.9999975398942071,0.9999975398942071,0.9999975398942071,0.9999975398942071,0.990096574152679,0,highway_0,0,0.9009899128018333,1309.9918990037108,,-1002.2871279997426
1.4,human_7,1310.130512760235,-11.200000000000001,1.3861375652419365,1000.0,,0.999996611543359,0.999996611543359,0.999996611543359,0.999996611543359,0.9900956549934237,0,highway_0,0,1.0396036693259703,1310.130512760235,,-1002.3861375652419
